2.99E-04	3.70E+00
3.00E-04	3.71E+00
3.00E-04	3.72E+00
3.01E-04	3.73E+00
3.01E-04	3.74E+00
3.02E-04	3.76E+00
3.02E-04	3.80E+00
3.03E-04	3.85E+00
3.04E-04	3.90E+00
3.05E-04	3.96E+00
3.06E-04	4.03E+00
3.07E-04	4.11E+00
3.08E-04	4.19E+00
3.09E-04	4.27E+00
3.10E-04	4.35E+00
3.11E-04	4.44E+00
3.13E-04	4.57E+00
3.14E-04	4.70E+00
3.16E-04	4.82E+00
3.17E-04	4.94E+00
3.19E-04	5.05E+00
3.20E-04	5.15E+00
3.22E-04	5.23E+00
3.22E-04	5.27E+00
3.23E-04	5.30E+00
3.24E-04	5.33E+00
3.24E-04	5.36E+00
3.25E-04	5.39E+00
3.26E-04	5.41E+00
3.26E-04	5.42E+00
3.28E-04	5.45E+00
3.29E-04	5.46E+00
3.29E-04	5.46E+00
3.30E-04	5.46E+00
3.30E-04	5.46E+00
3.31E-04	5.46E+00
3.31E-04	5.46E+00
3.32E-04	5.45E+00
3.32E-04	5.45E+00
3.33E-04	5.44E+00
3.34E-04	5.42E+00
3.35E-04	5.40E+00
3.36E-04	5.37E+00
3.37E-04	5.34E+00
3.38E-04	5.30E+00
3.39E-04	5.26E+00
3.40E-04	5.22E+00
3.41E-04	5.18E+00
3.42E-04	5.13E+00
3.43E-04	5.09E+00
3.44E-04	5.04E+00
3.45E-04	4.97E+00
3.46E-04	4.91E+00
3.48E-04	4.84E+00
3.49E-04	4.78E+00
3.51E-04	4.73E+00
3.52E-04	4.68E+00
3.54E-04	4.63E+00
3.54E-04	4.62E+00
3.55E-04	4.60E+00
3.56E-04	4.59E+00
3.56E-04	4.58E+00
3.57E-04	4.57E+00
3.58E-04	4.56E+00
3.58E-04	4.55E+00
3.60E-04	4.54E+00
3.61E-04	4.53E+00
3.61E-04	4.53E+00
3.62E-04	4.53E+00
3.62E-04	4.53E+00
3.63E-04	4.53E+00
3.63E-04	4.53E+00
3.64E-04	4.54E+00
3.64E-04	4.54E+00
3.65E-04	4.54E+00
3.65E-04	4.56E+00
3.66E-04	4.57E+00
3.67E-04	4.58E+00
3.68E-04	4.60E+00
3.69E-04	4.62E+00
3.70E-04	4.64E+00
3.71E-04	4.66E+00
3.72E-04	4.68E+00
3.73E-04	4.71E+00
3.74E-04	4.73E+00
3.76E-04	4.77E+00
3.77E-04	4.80E+00
3.79E-04	4.84E+00
3.80E-04	4.87E+00
3.82E-04	4.90E+00
3.83E-04	4.93E+00
3.85E-04	4.96E+00
3.85E-04	4.97E+00
3.86E-04	4.98E+00
3.87E-04	4.99E+00
3.87E-04	4.99E+00
3.88E-04	5.00E+00
3.89E-04	5.01E+00
3.89E-04	5.01E+00
3.91E-04	5.02E+00
3.92E-04	5.02E+00
3.92E-04	5.02E+00
3.93E-04	5.02E+00
3.93E-04	5.02E+00
3.94E-04	5.02E+00
3.94E-04	5.02E+00
3.95E-04	5.02E+00
3.95E-04	5.02E+00
3.96E-04	5.02E+00
3.96E-04	5.02E+00
3.97E-04	5.01E+00
3.98E-04	5.00E+00
3.99E-04	4.99E+00
4.00E-04	4.99E+00
4.01E-04	4.97E+00
4.02E-04	4.96E+00
4.03E-04	4.95E+00
4.04E-04	4.94E+00
4.05E-04	4.93E+00
4.06E-04	4.92E+00
4.07E-04	4.90E+00
4.09E-04	4.88E+00
4.10E-04	4.86E+00
4.12E-04	4.84E+00
4.13E-04	4.82E+00
4.15E-04	4.81E+00
4.16E-04	4.80E+00
4.17E-04	4.79E+00
4.18E-04	4.79E+00
4.18E-04	4.78E+00
4.19E-04	4.78E+00
4.20E-04	4.77E+00
4.20E-04	4.77E+00
4.21E-04	4.77E+00
4.23E-04	4.76E+00
4.24E-04	4.76E+00
4.24E-04	4.76E+00
4.25E-04	4.76E+00
4.25E-04	4.76E+00
4.26E-04	4.76E+00
4.26E-04	4.76E+00
4.27E-04	4.76E+00
4.27E-04	4.76E+00
4.27E-04	4.77E+00
4.28E-04	4.77E+00
4.29E-04	4.77E+00
4.30E-04	4.78E+00
